subunit,facts_id,uom,date_plann,date_accom,date_compl,nbr_units_,nbr_units1,activity,method,equipment
000,F045000008,ACRES,2014-05-14,2014-05-14,2014-12-01,39.1,39.1,"Piling of Fuels, Hand or Machine",Mechanical,Grapple Piler
000,T008000008,ACRES,2011-05-01,2011-09-15,2012-07-30,15.9,15.9,Precommercial Thin,Mechanical,Feller Buncher
000,0100085000,ACRES,2010-08-31,2011-08-12,2011-12-04,6.5,6.5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0100085000,ACRES,2010-08-31,2011-08-12,2011-08-12,6.5,6.5,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
000,1200015000,ACRES,2015-10-01,,,23.9,0,Burning of Piled Material,Fire,Drip torch
000,5051006000,ACRES,2014-10-30,2014-10-30,2014-10-30,33,107,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,4490222000,ACRES,2002-01-08,2006-11-09,2006-11-09,65,65,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,4500307000,ACRES,2016-02-01,,,30,0,Slashing - Pre-Site Preparation,Manual,Chain Saw
000,4500307000,ACRES,2014-08-01,2014-08-28,2015-03-17,30,30,Stand Clearcut (w/ leave trees) (EA/RH/FH),Single Span Skyline,Single span skyline
001,F011000357,ACRES,2010-10-07,2010-10-07,2010-10-07,2,2,Burning of Piled Material,Prescribed Burn,Drip torch
000,F025211003,ACRES,2010-10-01,2011-09-24,2011-09-24,31,31,"Piling of Fuels, Hand or Machine",Manual,Hand Work
003,5200041000,ACRES,2012-06-15,2012-07-15,2012-07-15,7.3,7.3,"Piling of Fuels, Hand or Machine",Manual,NA
003,5200041000,ACRES,2012-06-15,2012-07-15,2012-07-15,7.3,7.3,Wildlife Habitat Precommercial thinning,Manual,Chain Saw
000,T462000019,ACRES,2004-09-14,2004-09-14,2006-10-14,15,15,Compacting/Crushing of Fuels,Mechanical,Masticator
000,700640N000,ACRES,2005-09-01,2005-09-09,2005-09-09,1062,1062,Rearrangement of Fuels,Mechanical,NA
002,8930010000,ACRES,1988-10-01,1989-03-21,1989-03-21,510,510,Broadcast Burning - Covers a majority of the unit,Fire,Helitorch
001,1180268000,ACRES,2014-05-06,2014-06-25,,26,26,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
001,1180268000,ACRES,2014-05-06,2014-06-25,,26,26,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,FTORADM001,ACRES,2005-09-01,2005-09-28,2005-09-28,18,18,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,Z2004_5101,ACRES,2004-06-23,2004-06-23,2004-06-23,7.1,7.1,"Piling of Fuels, Hand or Machine",Manual,NA
009,F025211003,ACRES,2012-10-01,2013-02-15,2013-02-15,25,16,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190135000,ACRES,2012-05-10,,,3,0,Precommercial Thin,Manual,Chain Saw
000,0030324000,ACRES,2011-05-15,2011-07-15,2011-11-14,36,36,Precommercial Thin,Mechanical,Masticator
001,0051007000,ACRES,2009-11-10,2009-11-10,2009-11-10,7.5,7.5,Burning of Piled Material,Prescribed Burn,Drip torch
000,0030324000,ACRES,2011-05-15,2011-07-15,2011-11-14,36,36,Control of Understory Vegetation,Mechanical,Masticator
000,7120015000,ACRES,2012-08-09,2012-08-09,,10,10,Thinning for Hazardous Fuels Reduction,Mechanical,Low ground pressure machinery (non-harvest)
006,F025211003,ACRES,2011-10-01,2012-06-30,2012-06-30,137,11,Rearrangement of Fuels,Mechanical,Masticator
000,BRDFMZ004F,ACRES,2007-11-01,,,5,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190H21024,ACRES,2014-01-01,2014-03-24,2014-10-10,2.1,2.1,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190H21024,ACRES,2014-01-01,2014-03-24,2014-10-10,2.1,2.1,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900H3097,ACRES,2014-01-01,2014-03-24,,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,270034N000,ACRES,2004-10-01,2005-01-01,2005-01-01,19,19,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,NA
001,FT0CR501FB,ACRES,2011-04-08,2012-11-16,,2,2,Yarding - Removal of Fuels by Carrying or Dragging,Logging Methods,NA
000,0190H21024,ACRES,2014-01-01,2014-03-24,,2.1,2.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,F043000008,ACRES,2007-10-01,2007-11-08,2007-11-08,184,184,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,1260204000,ACRES,2013-10-01,,,80,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,1260204000,ACRES,2012-09-20,2012-09-20,,80,80,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,3088001000,ACRES,2015-10-31,,,4.9,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,2160335000,ACRES,2008-09-01,2008-09-15,2008-09-15,4.3,4.3,Precommercial Thin,Cut trees and brush,Chain Saw
005,051458GMTN,ACRES,2013-03-01,2013-05-01,2013-06-01,35,35,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Pole pruner
005,051458GMTN,ACRES,2013-03-01,2013-05-01,2013-06-01,35,35,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,1040060000,ACRES,2015-06-01,,,9,0,Commercial Thin,Mechanical,Feller Buncher
000,SDCNOXWEED,ACRES,2006-11-13,2007-07-27,2007-07-27,30,30,Invasives - Pesticide Application,Chemical,Backpack sprayer
000,0190C12009,ACRES,2007-05-01,2008-07-15,2008-07-15,0.3,0.3,Chipping of Fuels,Chipping,Chipper
000,0190C12009,ACRES,2007-05-01,2008-07-15,2008-07-15,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,5440060000,ACRES,2009-08-01,2009-08-01,2009-08-01,17,17,Precommercial Thin,Manual,Chain Saw
000,4450057000,ACRES,2004-05-28,2004-05-28,2005-09-30,38,38,Tree Release and Weed,Mechanical,Masticator
000,4450057000,ACRES,2004-05-28,2004-05-28,2005-09-30,38,38,Precommercial Thin,Mechanical,Masticator
000,1754057000,ACRES,2010-07-06,2010-09-07,2010-09-22,5,5,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,1754057000,ACRES,2010-07-06,2010-09-07,2010-09-22,5,5,Site Preparation for Planting - Mechanical,Mechanical,Excavator
000,6010085000,ACRES,2010-09-01,2010-09-15,,130.9,130.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,6010085000,ACRES,2012-09-01,2012-11-16,2012-11-16,131,131,Burning of Piled Material,Fire,Drip torch
001,0251005000,ACRES,2011-10-05,2012-11-16,2012-11-16,65,35,Burning of Piled Material,Fire,Drip torch
003,1180268000,ACRES,2014-05-06,2014-06-25,2014-06-25,13,13,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,EASTBR000F,ACRES,2011-05-10,2011-05-10,2011-12-31,92,92,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
001,EASTBR000F,ACRES,2011-05-10,2011-05-10,2011-12-31,92,92,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,7190086000,ACRES,2014-07-30,,,6,0,Wildfire - Natural Ignition,Not Applicable,NA
000,2480059000,ACRES,2011-11-01,2012-01-12,2012-01-12,33,33,Burning of Piled Material,Prescribed Burn,Drip torch
000,1180268000,ACRES,2013-06-14,2013-06-14,,46,46,Precommercial Thin,Manual,Chain Saw
000,2800105000,ACRES,2011-11-14,2012-11-14,2012-11-14,10,10,Burning of Piled Material,Fire,Drip torch
000,020705F001,ACRES,2014-01-01,2014-06-01,2014-06-01,22,22,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
000,T008000007,ACRES,2011-05-01,2011-09-15,2012-01-10,107.5,107.5,Precommercial Thin,Mechanical,Feller Buncher
000,309T058000,ACRES,2016-09-01,,,112,0,Precommercial Thin,Tractor Logging,Feller Buncher
000,5300134000,ACRES,2009-06-15,2009-06-15,2009-08-06,25,25,Compacting/Crushing of Fuels,Mechanical,Masticator
000,5300134000,ACRES,2009-06-15,2009-06-15,2009-08-06,25,25,Precommercial Thin,Mechanical,Masticator
000,5300134000,ACRES,2009-06-15,2009-06-15,2009-08-06,25,25,Tree Release and Weed,Mechanical,Masticator
000,F019000145,ACRES,2009-10-01,2009-12-01,2009-12-01,4,4,Burning of Piled Material,Prescribed Burn,Drip torch
002,RINCONADMI,ACRES,2007-10-25,2008-07-14,2008-07-14,5,5,Rearrangement of Fuels,Manual,Chain Saw
002,RINCONADMI,ACRES,2008-10-20,2009-06-30,2009-06-30,5,5,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
002,RINCONADMI,ACRES,2008-10-20,2009-06-30,2009-06-30,5,5,Chipping of Fuels,Cut trees and brush,Chipper
002,RINCONADMI,ACRES,2007-10-25,,,5,0,Chipping of Fuels,Mechanical,Chipper
002,0190F20215,ACRES,2014-10-01,2014-12-18,2014-12-18,15.6,15.6,Rearrangement of Fuels,Manual,Chain Saw
000,3078937000,ACRES,2003-06-10,2003-06-23,2003-06-23,448,448,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,NA
000,019H171020,ACRES,2014-10-01,2015-03-30,2015-03-30,0.9,0.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,019H171020,ACRES,2014-10-01,2015-03-30,2015-03-30,0.9,0.9,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,0190H18021,ACRES,2014-10-01,2015-03-30,2015-03-30,3.8,3.8,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190H17191,ACRES,2014-10-01,2015-03-30,2015-03-30,1,1,Chipping of Fuels,Chipping,Chipper
000,0190H17191,ACRES,2014-10-01,2015-03-30,2015-03-30,1,1,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190H18021,ACRES,2014-10-01,2015-03-30,2015-03-30,3.8,3.8,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
002,0190F20215,ACRES,2014-10-01,2014-11-30,2014-11-30,15.6,15.6,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900G3129,ACRES,2009-05-05,2010-09-15,2010-10-10,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,01900G3129,ACRES,2009-05-05,2010-09-15,2010-10-10,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,NFP0552001,ACRES,2005-05-31,2005-09-30,2005-09-30,498,498,Jackpot Burning - Scattered concentrations,Prescribed Burn,NA
001,HOLTZLROAD,ACRES,2009-07-24,2009-07-24,2009-07-24,0.1,0.1,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,8704042000,ACRES,2012-10-01,2014-11-01,2014-11-01,22,22,Burning of Piled Material,Fire,Drip torch
000,0190H12014,ACRES,2005-03-01,2008-07-25,2008-07-25,0.5,0.5,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190I15004,ACRES,2007-05-15,2008-07-15,2008-07-15,10.9,10.9,Precommercial Thin,Manual,Chain Saw
000,0190I15004,ACRES,2007-05-15,2008-07-15,2008-07-15,10.9,10.9,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190I15004,ACRES,2007-05-15,2010-03-15,2010-03-15,10.9,10.9,Burning of Piled Material,Prescribed Burn,Drip torch
000,8704042000,ACRES,2012-10-01,2014-11-01,2014-11-01,22,22,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,341078F000,ACRES,2004-06-23,2007-09-19,2007-09-19,89,89,Chipping of Fuels,Chipping,Chipper
000,340167F000,ACRES,2008-06-02,2013-09-20,,515,385,Thinning for Hazardous Fuels Reduction,Mechanical,NA
000,630246F000,ACRES,2006-01-01,2007-05-30,2007-05-30,17,17,Chipping of Fuels,Mechanical,Chipper
000,630246F000,ACRES,2006-01-01,2007-05-30,2007-05-30,17,17,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,630246F000,ACRES,2006-01-01,2007-05-30,2007-05-30,17,17,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Tractor (non-harvest)
000,341078F000,ACRES,2004-06-23,2007-09-19,2007-09-19,89,89,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,5120913000,ACRES,2006-10-20,,,20.6,0,"Piling of Fuels, Hand or Machine",Mechanical,Dozer
000,7304176000,ACRES,2021-12-15,,,2.4,0,Burning of Piled Material,Fire,Drip torch
EEE,0000RB4N26,ACRES,2002-06-01,2006-10-05,2006-10-05,9.7,9.7,Chipping of Fuels,Mechanical,Masticator
000,2701003000,ACRES,2010-07-15,2012-01-18,2012-01-18,241,241,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,01900F4049,ACRES,2011-10-01,2011-12-20,2011-12-20,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900F4036,ACRES,2011-10-01,2011-12-20,2011-12-20,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
001,HOLTZLROAD,ACRES,2009-12-15,2009-12-15,2009-12-15,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,7401015000,ACRES,2007-05-01,,,65,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
002,4560600000,ACRES,2020-09-01,,,38,0,"Piling of Fuels, Hand or Machine",Hand piling,NA
001,4560600000,ACRES,2020-05-01,,,7,0,Fuel Break,Manual,Pole pruner
002,4560600000,ACRES,2008-01-14,2008-03-10,,38,40,Commercial Thin,Tractor Logging,Rubber tired skidder logging
002,4560600000,ACRES,2008-01-14,2008-03-10,,38,40,Precommercial Thin,Biomass,NA
002,4560600000,ACRES,2020-09-01,,,38,0,Burning of Piled Material,Prescribed Burn,Drip torch
002,4560600000,ACRES,2020-05-01,,,38,0,"Piling of Fuels, Hand or Machine",Hand piling,NA
002,4560600000,ACRES,2020-05-01,,,38,0,Precommercial Thin,Power Hand,Chain Saw
002,4560600000,ACRES,2020-05-01,,,38,0,Rearrangement of Fuels,Power Hand,Chain Saw
002,4560600000,ACRES,2020-05-01,,,38,0,Rearrangement of Fuels,Power Hand,Chain Saw
002,4560600000,ACRES,2020-05-01,,,38,0,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,6801006000,ACRES,2006-11-01,,,22,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6801006000,ACRES,2006-11-01,,,22,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6801006000,ACRES,2007-11-15,2007-11-26,2007-11-26,22,22,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,4062001000,ACRES,2007-10-01,2008-07-01,2008-07-01,88,88,Burning of Piled Material,Prescribed Burn,Drip torch
000,4062001000,ACRES,2007-10-01,,,88,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,2063303000,ACRES,2007-01-16,2007-01-16,2007-01-16,100,100,Precommercial Thin,Manual,NA
000,2063303000,ACRES,2007-11-01,2007-12-19,2007-12-19,100,20,Burning of Piled Material,Prescribed Burn,Drip torch
000,2063303000,ACRES,2007-11-01,2008-12-19,2008-12-19,80,80,Burning of Piled Material,Prescribed Burn,Drip torch
000,2063303000,ACRES,2006-05-03,2006-08-02,2006-08-02,100,100,"Piling of Fuels, Hand or Machine",Manual,NA
003,3161503000,ACRES,2005-01-15,2006-10-01,2006-10-01,120,120,Precommercial Thin,Manual,Chain Saw
003,3161503000,ACRES,2008-10-01,2008-12-19,2008-12-19,17,17,Burning of Piled Material,Manual,NA
003,3161503000,ACRES,2008-10-01,2008-12-18,2008-12-18,17,17,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
003,3161503000,ACRES,2008-10-01,2008-12-18,2008-12-18,17,17,"Piling of Fuels, Hand or Machine",Manual,Hand Work
003,3161503000,ACRES,2006-07-01,2006-10-01,2006-10-01,120,120,"Piling of Fuels, Hand or Machine",Manual,NA
003,3161503000,ACRES,2006-11-01,2007-01-16,2007-01-16,120,120,Burning of Piled Material,Prescribed Burn,Drip torch
003,3161503000,ACRES,2007-11-01,,,120,0,Tree Release and Weed,Manual,NA
003,3161503000,ACRES,2005-01-15,2006-10-01,2006-10-01,120,120,Precommercial Thin,Manual,Chain Saw
003,3161503000,ACRES,2008-10-01,2008-12-19,2008-12-19,17,17,Burning of Piled Material,Manual,NA
003,3161503000,ACRES,2008-10-01,2008-12-18,2008-12-18,17,17,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
003,3161503000,ACRES,2008-10-01,2008-12-18,2008-12-18,17,17,"Piling of Fuels, Hand or Machine",Manual,Hand Work
003,3161503000,ACRES,2006-07-01,2006-10-01,2006-10-01,120,120,"Piling of Fuels, Hand or Machine",Manual,NA
003,3161503000,ACRES,2006-11-01,2007-01-16,2007-01-16,120,120,Burning of Piled Material,Prescribed Burn,Drip torch
003,3161503000,ACRES,2007-11-01,,,120,0,Tree Release and Weed,Manual,NA
001,1120003110,ACRES,2006-06-14,2006-06-14,2006-11-15,15,15,Rearrangement of Fuels,Manual,Chain Saw
000,4031011000,ACRES,2013-01-01,2013-09-09,,15,15,Control of Understory Vegetation,Mechanical,Masticator
000,4031011000,ACRES,2013-01-01,2013-09-09,2014-06-12,15,15,Precommercial Thin,Mechanical,Masticator
001,FORACC056F,ACRES,2009-10-01,2009-10-01,2009-12-31,2,2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190I15023,ACRES,2011-08-01,2011-08-08,2011-08-08,0.4,0.4,Burning of Piled Material,Prescribed Burn,Drip torch
000,308T005B00,ACRES,2020-09-01,,,39,0,Precommercial Thin,Manual,Chain Saw
001,0180020013,ACRES,2011-07-15,2011-08-16,2012-10-02,4.3,4.3,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,01900G2038,ACRES,2014-01-01,2014-03-24,2014-10-10,0.3,0.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900G2038,ACRES,2014-01-01,2014-03-24,2014-10-10,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
001,6020050000,ACRES,2001-07-31,2003-09-30,2003-09-30,24,24,Burning of Piled Material,Fire,Drip torch
001,MISPI0856F,ACRES,2007-10-01,2008-03-31,2008-03-31,5,5,Burning of Piled Material,Prescribed Burn,Drip torch
001,0180020013,ACRES,2011-07-15,2011-08-16,2012-10-02,4.3,4.3,Yarding - Removal of Fuels by Carrying or Dragging,Manual,Chain Saw
000,S1080R3N83,ACRES,2009-10-01,2009-12-10,2009-12-10,68,68,Burning of Piled Material,Prescribed Burn,Drip torch
002,SLDRCRKF19,ACRES,2011-09-14,2011-09-14,2011-09-14,0.5,0.5,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,2070002000,ACRES,2008-08-01,2008-08-01,2008-08-01,73,73,Wildfire - Natural Ignition,Not Applicable,NA
000,7540018000,ACRES,2013-06-17,2013-06-28,2013-06-28,15,15,Wildfire - Human Ignition,Wildfire,NA
000,4563600000,ACRES,2008-01-14,2008-03-10,,31,31,Commercial Thin,Tractor Logging,Rubber tired skidder logging
000,5651000000,ACRES,2009-07-15,,,13,0,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,5651000000,ACRES,2009-10-15,2009-10-15,2009-10-15,13,13,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,5651000000,ACRES,2009-11-15,2009-11-15,2009-11-15,13,13,Burning of Piled Material,Prescribed Burn,Drip torch
000,3230271097,ACRES,2008-04-11,2008-09-22,2009-08-14,39.7,39.7,Compacting/Crushing of Fuels,Mechanical,Grapple Piler
000,3250063066,ACRES,2008-04-11,2008-09-22,2009-08-14,21.6,21.6,Compacting/Crushing of Fuels,Mechanical,Grapple Piler
000,0190C12005,ACRES,2008-05-15,2008-07-15,2008-07-15,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190C12005,ACRES,2008-05-15,2010-03-15,2010-03-15,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,0203501000,ACRES,2008-09-20,2008-09-20,2008-11-15,33,33,Site Preparation for Planting - Manual,Manual,Hand saw
000,2160334000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.7,1.7,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160334000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.7,1.7,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160334000,ACRES,2009-12-20,,,1.7,0,Burning of Piled Material,Fire,Drip torch
000,2160304000,ACRES,2008-09-01,2008-09-15,2008-09-15,14.8,14.8,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160304000,ACRES,2008-09-01,2008-09-15,2008-09-15,14.8,14.8,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160304000,ACRES,2008-09-01,2008-09-15,2008-09-15,14.8,14.8,Tree Release and Weed,Manual,Chain Saw
000,2160306000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.6,0.6,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160306000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.6,0.6,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160307000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.4,1.4,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160307000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.4,1.4,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160307000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.4,1.4,Tree Release and Weed,Manual,Chain Saw
000,2160306000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.6,0.6,Tree Release and Weed,Manual,Chain Saw
000,2160310000,ACRES,2008-09-01,2008-09-15,2008-09-15,2.3,2.3,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160310000,ACRES,2008-09-01,2008-09-15,2008-09-15,2.3,2.3,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,2160310000,ACRES,2008-09-01,2008-09-15,2008-09-15,2.3,2.3,Tree Release and Weed,Manual,Chain Saw
000,2160310000,ACRES,2012-02-28,2012-02-28,2012-02-28,2.3,2.3,Burning of Piled Material,Fire,Drip torch
000,2280172000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.6,1.6,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160320000,ACRES,2008-09-01,2008-09-15,2008-09-15,2.2,2.2,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160320000,ACRES,2012-01-30,2012-01-30,2012-01-30,2.2,2.2,Burning of Piled Material,Fire,Drip torch
000,2280172000,ACRES,2008-09-01,2008-09-15,2008-09-15,1.6,1.6,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,019G191002,ACRES,2008-05-02,2008-07-02,2008-07-02,0.9,0.9,Precommercial Thin,Manual,Chain Saw
000,0190F22008,ACRES,2007-05-15,2008-07-15,2008-07-15,0.8,0.8,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,1550100000,ACRES,2006-10-01,2006-11-15,2006-11-15,5,5,Burning of Piled Material,Prescribed Burn,Drip torch
000,4104913000,ACRES,2010-10-01,2010-10-01,2010-10-01,4,4,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,0190F20231,ACRES,2010-10-01,2011-08-08,2011-08-08,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,T022000036,ACRES,2011-06-01,2011-09-12,2013-02-12,197.4,10.6,Chipping of Fuels,Mechanical,Masticator
000,7404058000,ACRES,2009-08-15,2010-09-29,2012-08-30,10.7,10.7,Wildlife Habitat Regeneration cut,Mechanical,Feller Buncher
000,6904722000,ACRES,2017-08-15,,,10,0,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,6904722000,ACRES,2017-12-30,,,10,0,Burning of Piled Material,Fire,Drip torch
002,CHGUL5001F,ACRES,2012-08-02,2012-08-02,,61,61,Chipping of Fuels,Chipping,Chipper
002,CHGUL5001F,ACRES,2009-08-05,2009-08-05,2012-02-01,61,61,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,6104166000,ACRES,2009-08-03,2009-08-15,,500,500,Control of Understory Vegetation,Mechanical,Slash Buster
000,6104166000,ACRES,2009-08-03,2009-08-15,2009-08-15,500,500,Precommercial Thin,Mechanical,Slash Buster
000,3161503000,ACRES,2006-05-15,2006-07-30,2006-07-30,120,120,Burning of Piled Material,Prescribed Burn,NA
004,HELHOLWFB2,ACRES,2008-11-15,2008-11-15,2008-11-15,1.8,1.8,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0140189000,ACRES,2005-08-23,2005-08-23,2005-08-23,30,30,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0143301000,ACRES,2004-06-16,2004-06-16,2004-06-16,18,18,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
001,700129F000,ACRES,2009-06-19,2009-07-30,2009-07-30,102,102,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
000,2500221000,ACRES,2006-04-20,2006-04-20,2006-08-29,3.1,3.1,Chipping of Fuels,Mechanical,Masticator
000,1080003314,ACRES,2008-10-01,2009-08-25,2010-09-30,2.8,2.8,Compacting/Crushing of Fuels,Mechanical,Shredder
000,0190H15026,ACRES,2008-09-16,2008-09-17,2008-09-17,0.2,0.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190H15026,ACRES,2008-05-15,2008-06-15,2008-06-15,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,0190H15026,ACRES,2008-05-15,2008-06-15,2008-06-15,0.2,0.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,1200945000,ACRES,2012-01-13,2012-01-30,2012-01-30,2,2,Burning of Piled Material,Fire,Drip torch
000,5001001000,ACRES,2009-09-01,2009-09-15,2009-09-15,24,24,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,5001001000,ACRES,2009-09-01,2009-09-15,2009-09-15,24,24,Thinning for Hazardous Fuels Reduction,Maintenance,Chain Saw
000,4110250000,ACRES,2005-09-30,2005-09-30,2005-09-30,54,54,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,4110250000,ACRES,2004-01-15,2006-10-31,2006-10-31,1,1,Jackpot Burning - Scattered concentrations,Prescribed Burn,Drip torch
000,T462000012,ACRES,2006-10-13,2006-10-13,2006-10-14,32,32,Burning of Piled Material,Prescribed Burn,Drip torch
000,T462000012,ACRES,2004-09-14,2004-09-14,2005-10-30,32,32,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,T462000012,ACRES,2004-09-04,2004-09-14,2005-10-30,32,32,Precommercial Thin,Mechanical,Feller Buncher
000,7401016000,ACRES,2007-05-01,,,47,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,4201010000,ACRES,2007-03-14,2007-03-15,2007-03-15,22,22,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,4201010000,ACRES,2007-11-15,,,1,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,6266433000,ACRES,2005-10-02,2006-09-07,2006-09-07,237,237,Chipping of Fuels,Chipping,NA
000,4563600000,ACRES,2021-09-01,,,31,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
002,6301008000,ACRES,2010-10-15,2013-03-22,2013-03-22,19.9,19.9,Burning of Piled Material,Prescribed Burn,Drip torch
000,5360027000,ACRES,2007-03-01,2007-04-01,2007-04-01,182,182,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Terra torch
000,R014000024,ACRES,2012-02-08,2012-02-08,2012-02-08,1,1,Burning of Piled Material,Prescribed Burn,Drip torch
000,0701010103,ACRES,2011-10-01,2012-07-13,,51,51,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
